existence_confidence,target,lemmed_tweets,stemmed_tweets
1.0,1,wcpoweather bee decline warmingenvironmental factor variety rebound area lately,wcpoweath bee declin warmingenvironment factor varieti rebound area late
1.0,1,achoo allergy drive mad spring learn connection allergy,achoo allergi drive mad spring learn connect allergi
1.0,1,vattenfalls ceo clean energy lone wolf,vattenfal ceo clean energi lone wolf
0.669,0,snot true allergy bad drive healthcare cost,snot true allergi wors drive healthcar cost
0.6809999999999999,1,eu use forbiden technology emission trading benchmark excercise ag fertilizer,eu use forbiden technolog emiss trade benchmark excercis ag fertil
0.6966,2,new article darkpolitricks gingrich defends commercial pelosi,new articl darkpolitrick gingrich defend commerci pelosi
1.0,1,progress complete guide modern day data need world,progress complet guid modern day data need world
0.6743,0,startilda true wont kill cheer,startilda true wont kill cheer
0.6204,0,secular worship foot fickle angry cool god proselytize world tcot gop seanhannity,secular worship feet fickl angri cool god proselyt world tcot gop seanhann
1.0,1,wakeup walk april th pm wait action consumer,wakeup walk april th pm wait action consum
0.6989,1,stevecockburn care poverty ge visit wwwvoteglobalorguk event hustings voteglobal,stevecockburn care poverti ge visit wwwvoteglobalorguk event hust voteglob
1.0,1,stevecockburn care poverty ge visit wwwvoteglobalorguk event hustings follow votegl,stevecockburn care poverti ge visit wwwvoteglobalorguk event hust follow votegl
1.0,0,deannatdon hahah lol,deannatdon hahah lol
1.0,1,stop,stop
0.6465,2,adamramsay guardianeco climateq stop rb drive public money cleanrbs,adamramsay guardianeco climateq stop rb drive public money cleanrb
0.6644,0,hmm london temperamental mood change actually famous o hav nearly run ffuels,hmm london temperament mood chang actual famou o hav nearli run ffuel
0.6822,2,key leaf washington canada yahooxtra news partner nonproliferation,key leav washington canada yahooxtra news partner nonprolifer
1.0,2,guardianeco ask minister energy election debate ge ltltsend q msg,guardianeco ask minist energi elect debat ge ltltsend qs msg
0.6983,2,guardianeco ask minister energy election debate,guardianeco ask minist energi elect debat
0.6933,0,weekend huge ice block hualcan glacier peru broke glacial retreat,weekend huge ice block hualcan glacier peru broke glacial retreat
1.0,1,wv stakeholder tackle concern stakeholder western visayas gather twoday regional conf,wv stakehold tackl concern stakehold western visaya gather twoday region conf
0.7122,0,gendraa leryleroy kayziakoraag damnrighttweets hot blame cold blame,gendraa leryleroy kayziakoraag damnrighttweet hot blame cold blame
0.6434,2,sorus ya normauditia delicious body gue gabisa ikut makanya kita cegah dgn film kita adakorelasinyakok,sori ya normauditia delici bodi gue gabisa ikut makanya kita cegah dgn film kita adakorelasinyakok
0.6682,1,opportunity article environment cc avidcyclistray,opportun articl environ cc avidcyclistray
0.6716,2,breitbarttv gingrich defends commercial pelosi tcot rino iamthemob teaparty tlot gop ocra,breitbarttv gingrich defend commerci pelosi tcot rino iamthemob teaparti tlot gop ocra
0.6591,2,autumn come year degree april freeze,autumn come year degre april freez
1.0,1,gingrich defends commercial pelosi,gingrich defend commerci pelosi
1.0,1,cousteau spread message hobart repeat father warning abc,cousteau spread messag hobart repeat father warn abc
1.0,1,real solution real environmental problem large story good read ecointeractive,real solut real environment problem larger stori good read ecointeract
1.0,1,open question effect clim,open question effect clim
1.0,1,evidence,evid
1.0,1,globalalert thing reduce,globalalert thing reduc
0.6776,1,cousteau spread message yahoo news state research possible documentary underwater,cousteau spread messag yahoo news state research possibl documentari underwat
0.6261,1,columbiawater revkin geol society update statement humandriven synching ipcc nat acad agu agw,columbiawat revkin geol societi updat statement humandriven synch ipcc nat acad agu agw
0.6409,1,justinbieber ya know look really hot real reason,justinbieb ya know look realli hot real reason
0.6384,1,valero gas want kill ab ca law join credoaction couragecampaign stop pls rt,valero ga want kill ab ca law join credoact couragecampaign stop pl rt
1.0,0,therealjonnyj boogie hey hey know get goat lol lake level truth hahaha,therealjonnyj boogi hey hey know get goat lol lake level truth hahaha
1.0,2,asa dismisses complaint dft ad london advertising standard authority asa dis,asa dismiss complaint dft ad london advertis standard author asa di
1.0,1,carbon soil accelerate study,carbon soil acceler studi
0.674,2,nickjacob seriously hero christie cut million preventionnjnewsroom tcot,nickjacob serious hero christi cut million preventionnjnewsroom tcot
1.0,2,dogsul mdoctoradvice,dogsul mdoctoradvic
0.7107,1,keeper logbook shed light changelighthouse keeper logbook study clue,keeper logbook shed light changelighthous keeper logbook studi clue
0.6531,2,local bn sign kid section read enjoy season stack book try send message,local bn sign kid section read enjoy season stack book tri send messag
1.0,1,keeper logbook shed light changelighthouse keeper logbook study clue,keeper logbook shed light changelighthous keeper logbook studi clue
1.0,1,tasha yikessounds roughhas like thator thats occur,tasha yikessound roughha like thator that occur
1.0,1,do homeimprovement project consider large home earth help stop check,do homeimprov project consid larger home earth help stop check
0.7732,2,lunch important al gore response,lunch import al gore respons
1.0,0,allycouture haha really like answer stay blame weird phenomenon,allycoutur haha realli like answer stay blame weird phenomena
0.4797,0,redostoneage imbcross epa put mafiastyle hit sound science,redostoneag imbcross epa put mafiastyl hit sound scienc
0.5242,0,brianbeutler mattyglesias try tax cut ignore approach economic growth history say c,brianbeutl mattyglesia tri tax cut ignor approach econom growth histori say c
1.0,1,mignatieff wednesday make sure liberal mp vote pas ndp,mignatieff wednesday make sure liber mp vote pass ndp
0.7204,1,join meg caldwell tonight open talk coastal community california colloquium water,join meg caldwel tonight open talk coastal commun california colloquium water
1.0,1,revkin geol society update statement humandriven synching ipcc nat acad agu agw,revkin geol societi updat statement humandriven synch ipcc nat acad agu agw
0.6591,0,redostoneage climategatefaster faster domino fall,redostoneag climategatefast faster domino fall
1.0,0,mattyglesias try tax cut ignore approach economic growth history say fail,mattyglesia tri tax cut ignor approach econom growth histori say fail
1.0,1,consequence pretty awesome min breakdown,consequ pretti awesom min breakdown
0.655,2,do paper chance,doe paper chanc
1.0,1,rttreehugger giant glacier fall peru cause deadly tsunami example real,rttreehugg giant glacier fall peru caus deadli tsunami exampl real
0.6871,1,cow absolve cause nitrous oxide mabye grazing key ag,cow absolv caus nitrou oxid maby graze key ag
1.0,0,vhenry doomsday call eco,vhenri doomsday call eco
0.6661,0,industrial animal farm discush yle farmer unsurprisingly think animalsve jolly ol timeimpact exaggrtd right,industri anim farm discush yle farmer unsurprisingli think animalsv jolli ol timeimpact exaggrtd right
0.6359,1,annspade laugh gt alandistro ice cream melt faster eat stupid,annspad laugh gt alandistro ice cream melt faster eat stupid
0.4981,2,fucc feel sicc chale stupid omg know exactly say,fucc feel sicc chale stupid omg know exactli say
0.6666,2,corporateknight check cks podcast yann martel ed burtynsky art,corporateknight check ck podcast yann martel ed burtynski art
0.6706,2,howd read fast rt wrn wieg slimmed massive cost,howd read fast rt wrn wieg slim massiv cost
1.0,2,tv weathercasters divide thought ireport,tv weathercast divid thought ireport
0.5286,0,redostoneage wellread nasa creates alter data,redostoneag wellread nasa creat alter data
0.65,0,hysteria obama try jam,hysteria obama tri jam
0.4248,1,hysteria obama try jam,hysteria obama tri jam
1.0,1,keraca finally obama ready tough,keraca final obama readi tough
1.0,1,state efficiency count renewable mandate scaledback enable,state effici count renew mandat scaledback enabl
0.3518,0,si climategate email prima fascia evidence lie,si climateg email prima fascia evid lie
0.6627,1,transgreen oh humanity destroy los angeles,transgreen oh human destroy lo angel
1.0,1,szach oh humanity destroy los angeles,szach oh human destroy lo angel
0.6631,0,tovx lyin indoctrination,tovx lyin indoctrin
1.0,1,wisconsin scaledback unveiled revise state clean energy unveile,wisconsin scaledback unveil revis state clean energi unveil
1.0,2,dilwegs odyssey chief start gop,dilweg odyssey chief start gop
0.6499,1,prismsinc world greenest celebrity limo pilot mansion oh green eco,prismsinc world greenest celebr limo pilot mansion oh green eco
1.0,0,sharifkouddous green fact do know skeptic advocate agree,sharifkoudd green fact did know skeptic advoc agre
0.6819,0,conn nasa change fact guess thought wouldnt notice eco,conn nasa chang fact guess thought wouldnt notic eco
0.4889,0,pdxredhead death cafe standardsgreen logickilling people save eco,pdxredhead death cafe standardsgreen logickil peopl save eco
0.6594,1,trevoracious nasa change fact guess thought wouldnt notice eco,trevoraci nasa chang fact guess thought wouldnt notic eco
0.653,1,evo morale open conference tiquipaya,evo moral open confer tiquipaya
0.7126,0,hog epa put mafiastyle hit sound science,hog epa put mafiastyl hit sound scienc
0.674,1,philharrison nasa change fact guess thought wouldnt notice eco,philharrison nasa chang fact guess thought wouldnt notic eco
